id,cname,party,party_name,party_id,eu_position,eu_salience,eu_dissent,eu_benefit,eu_ep,eu_intmark,eu_cohesion,eu_foreign,eu_turkey,eu_budgets,lrgen,lrecon,lrecon_salience,galtan,galtan_salience,spendvtax,deregulation,redistribution,econ_interven,civlib_laworder,sociallifestyle,religious_principle,immigrate_policy,multiculturalism,urban_rural,environment,regions,international_security,ethnic_minorities,nationalism,antielite_salience,corrupt_salience,first_most_important,second_most_important,third_most_important
17,bul,9,BBT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bul,9,BBT,2015,,6,5,neither benefit/lost,neutral,,,,,,,,7,,great importance,,,,,,5,5,,,,,,,6,8,extremely important,extremely important,corruption,anti-elite rhetoric,
20,bul,9,BBT,2015,somewhat opposed,,8,,,,,,opposed,,extreme right,,great importance,,7,,,2,,strongly supports law and order,,,,,,,,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,9,7,anti-elite rhetoric,immigration,nationalism
13,bul,9,BBT,2015,in favor,8,party was completely united,benefited,,,strongly in favor,,opposed,in favor,8,,6,8,5,6,,,,strongly supports law and order,strongly opposes liberal policies,9,fully supports restrictive immigration policy,strongly favours assimilation,5,,,,strongly opposes more rights for ethnic minorities,9,extremely important,extremely important,anti-elite rhetoric,nationalism,EU integration
6,bul,9,BBT,2015,somewhat opposed,2,5,not benefited,neutral,opposed,neutral,opposed,strongly opposed,neutral,center,1,2,traditional/authoritarian,great importance,5,strongly opposes deregulation,1,fully in favour state intervention in economy,9,strongly opposes liberal policies,6,fully supports restrictive immigration policy,9,6,9,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,not important at all,nationalism,state intervention,redistribution
15,bul,9,BBT,2015,in favor,great importance,,benefited,,opposed,strongly in favor,,,opposed,,,,8,,,,,,8,,,,,,strongly supports economic growth,,,,,extremely important,9,,,
5,bul,9,BBT,2015,somewhat in favor,3,,,,neutral,somewhat in favor,neutral,somewhat opposed,neutral,4,2,9,8,5,2,,fully in favour of redistribution of wealth,2,strongly supports law and order,9,4,fully supports restrictive immigration policy,9,5,8,7,9,,9,9,4,anti-elite rhetoric,immigration,public services vs taxes
16,bul,9,BBT,2015,somewhat in favor,6,5,neither benefit/lost,neutral,somewhat in favor,somewhat in favor,neutral,,somewhat in favor,,center,7,,3,6,5,5,5,,4,1,5,4,5,6,5,,,4,3,9,public services vs taxes,corruption,redistribution
2,bul,9,BBT,2015,in favor,,3,neither benefit/lost,opposed,neutral,in favor,somewhat in favor,,somewhat in favor,center,6,5,center,8,6,5,3,5,7,8,3,,5,5,4,5,5,,7,8,8,anti-elite rhetoric,EU integration,redistribution
14,bul,9,BBT,2015,somewhat in favor,2,5,neither benefit/lost,neutral,neutral,neutral,somewhat in favor,neutral,neutral,6,6,5,center,5,,5,5,5,5,5,3,4,5,5,5,4,5,5,5,9,extremely important,corruption,anti-elite rhetoric,deregulation
18,bul,9,BBT,2015,somewhat in favor,6,party was completely united,neither benefit/lost,in favor,somewhat in favor,somewhat in favor,somewhat opposed,somewhat opposed,somewhat opposed,9,4,7,9,great importance,fully in favour of raising taxes for services,2,fully in favour of redistribution of wealth,1,strongly supports law and order,strongly opposes liberal policies,9,fully supports restrictive immigration policy,strongly favours assimilation,8,strongly supports economic growth,strongly favours political decentralization,strongly opposes troop deployment,9,strongly promotes nationalist concepts for society,extremely important,8,anti-elite rhetoric,corruption,redistribution
8,bul,9,BBT,2015,neutral,5,,,neutral,,,,,neutral,,,3,,5,,,3,3,9,8,,9,,strongly supports rural interests,9,,,9,7,8,8,anti-elite rhetoric,corruption,
11,bul,9,BBT,2015,somewhat in favor,5,2,neither benefit/lost,somewhat in favor,somewhat in favor,somewhat in favor,somewhat in favor,neutral,somewhat in favor,6,6,3,4,3,3,1,1,1,9,8,4,,8,6,8,8,9,8,7,6,5,state intervention,redistribution,public services vs taxes
3,bul,9,BBT,2015,neutral,2,3,neither benefit/lost,somewhat opposed,opposed,somewhat opposed,opposed,opposed,strongly opposed,extreme left,extreme left,9,traditional/authoritarian,8,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly supports law and order,strongly opposes liberal policies,5,fully supports restrictive immigration policy,,strongly supports rural interests,,,strongly opposes troop deployment,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,7,redistribution,state intervention,anti-elite rhetoric
4,bul,9,BBT,2015,somewhat in favor,5,4,benefited,neutral,,,,,,6,7,8,,1,7,8,7,8,3,,,,,5,5,3,,,8,extremely important,7,anti-elite rhetoric,corruption,civil liberties
1,bul,9,BBT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bul,11,ABV,2016,in favor,7,1,benefited,neutral,somewhat in favor,,in favor,,in favor,4,3,9,1,1,fully in favour of cutting services,6,4,7,1,,5,,4,5,5,2,,5,4,7,not important at all,corruption,decentralization,public services vs taxes
20,bul,11,ABV,2016,in favor,7,,benefited,,strongly in favor,,in favor,,in favor,,,6,,great importance,2,,,,,,,,,,,,,5,,5,,deregulation,civil liberties,corruption
15,bul,11,ABV,2016,in favor,9,,benefited,in favor,,strongly in favor,somewhat opposed,neutral,,,4,5,center,,,,,5,5,5,3,,5,,strongly supports economic growth,,,,4,,9,,,
3,bul,11,ABV,2016,neutral,4,3,neither benefit/lost,neutral,opposed,somewhat in favor,somewhat opposed,neutral,somewhat opposed,2,1,8,6,4,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,6,2,5,6,,3,,,strongly opposes troop deployment,5,7,5,6,redistribution,state intervention,public services vs taxes
6,bul,11,ABV,2016,neutral,2,9,neither benefit/lost,neutral,somewhat opposed,neutral,opposed,strongly opposed,somewhat opposed,1,1,6,8,8,1,1,1,fully in favour state intervention in economy,strongly supports law and order,9,8,fully supports restrictive immigration policy,8,6,9,,strongly opposes troop deployment,9,9,5,2,public services vs taxes,redistribution,state intervention
10,bul,11,ABV,2016,somewhat in favor,6,3,benefited,neutral,in favor,,somewhat in favor,somewhat in favor,neutral,7,7,6,8,8,7,7,8,6,7,8,4,9,8,5,8,4,5,8,8,6,7,redistribution,nationalism,corruption
13,bul,11,ABV,2016,in favor,8,,benefited,,,strongly in favor,,,in favor,4,3,5,6,,3,5,3,4,,,3,7,6,5,,,,5,5,5,,EU integration,redistribution,deregulation
5,bul,11,ABV,2016,in favor,6,6,neither benefit/lost,in favor,neutral,in favor,somewhat in favor,neutral,somewhat opposed,2,3,7,3,5,3,,3,2,6,5,1,6,5,6,7,6,6,,5,5,5,state intervention,public services vs taxes,international security
1,bul,11,ABV,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,bul,11,ABV,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,bul,11,ABV,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bul,11,ABV,2016,somewhat in favor,6,3,neither benefit/lost,in favor,neutral,in favor,in favor,,in favor,4,4,9,6,8,4,4,3,4,5,6,,,,5,4,,,,5,6,7,corruption,decentralization,EU integration
8,bul,11,ABV,2016,in favor,2,,,neutral,opposed,,opposed,opposed,strongly opposed,1,3,1,9,7,2,,2,1,9,9,,fully supports restrictive immigration policy,,7,9,,8,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,extremely important,9,anti-elite rhetoric,nationalism,immigration
18,bul,11,ABV,2016,in favor,8,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,4,3,8,4,3,1,3,fully in favour of redistribution of wealth,3,1,5,2,3,2,8,4,6,5,3,1,8,8,anti-elite rhetoric,public services vs taxes,EU integration
16,bul,11,ABV,2016,in favor,7,5,benefited,somewhat in favor,somewhat in favor,in favor,somewhat in favor,somewhat in favor,somewhat in favor,4,4,6,4,3,3,4,5,5,3,4,1,5,4,5,6,5,5,4,3,4,7,public services vs taxes,redistribution,corruption
7,bul,11,ABV,2016,in favor,7,5,benefited,in favor,in favor,strongly in favor,in favor,in favor,somewhat in favor,3,4,8,4,6,3,4,3,4,6,5,3,6,5,5,5,6,5,5,5,8,6,redistribution,public services vs taxes,state intervention
11,bul,11,ABV,2016,in favor,8,1,neither benefit/lost,neutral,in favor,in favor,somewhat in favor,neutral,in favor,center,center,,6,7,2,4,5,5,5,7,5,5,5,5,6,5,5,5,4,4,5,state intervention,social lifestyle,redistribution
12,bul,11,ABV,2016,strongly in favor,5,1,benefited,,in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,4,3,7,center,3,2,2,3,4,5,4,4,6,5,6,7,,5,7,5,7,3,redistribution,corruption,state intervention
19,bul,11,ABV,2016,in favor,8,2,benefited,somewhat in favor,somewhat in favor,in favor,in favor,neutral,neutral,3,3,6,6,5,3,3,3,4,6,5,5,7,6,5,6,,5,5,4,6,7,EU integration,redistribution,
14,bul,11,ABV,2016,somewhat in favor,4,2,neither benefit/lost,neutral,neutral,neutral,opposed,neutral,neutral,4,3,5,center,5,,5,4,3,5,7,3,4,5,7,5,4,5,5,5,8,6,state intervention,urban vs rural,state intervention
12,cze,1,CSSD,2101,somewhat in favor,4,2,benefited,in favor,somewhat in favor,in favor,somewhat opposed,somewhat opposed,somewhat in favor,4,4,6,3,3,2,4,2,4,7,2,strongly opposes religious principles in politics,8,5,5,7,5,5,6,5,not important at all,2,redistribution,public services vs taxes,state intervention
7,cze,1,CSSD,2101,strongly in favor,9,2,benefited,in favor,in favor,strongly in favor,in favor,somewhat in favor,strongly in favor,2,1,9,3,2,1,2,1,1,4,3,2,2,2,5,7,4,6,3,6,1,7,redistribution,public services vs taxes,state intervention
6,cze,1,CSSD,2101,in favor,6,,benefited,neutral,neutral,somewhat in favor,neutral,neutral,neutral,4,4,6,4,5,,5,4,4,4,4,2,,,,5,5,5,5,5,5,6,,,
11,cze,1,CSSD,2101,in favor,6,5,benefited,somewhat in favor,somewhat in favor,in favor,in favor,neutral,neutral,4,4,7,4,3,4,4,4,3,4,4,4,5,5,5,6,5,5,5,5,3,4,public services vs taxes,state intervention,redistribution
13,cze,1,CSSD,2101,in favor,8,,benefited,,in favor,in favor,in favor,,in favor,4,3,great importance,8,1,4,6,4,4,6,2,6,6,7,6,7,,,7,6,1,7,redistribution,public services vs taxes,EU integration
9,cze,1,CSSD,2101,in favor,6,4,benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cze,1,CSSD,2101,strongly in favor,5,party was completely united,benefited,in favor,in favor,strongly in favor,strongly in favor,somewhat opposed,in favor,2,1,great importance,3,6,2,1,1,1,2,2,2,3,3,5,7,3,4,3,3,not important at all,6,redistribution,public services vs taxes,state intervention
3,cze,1,CSSD,2101,in favor,2,party was completely united,benefited,in favor,in favor,in favor,in favor,neutral,somewhat in favor,3,3,7,7,2,3,3,3,3,6,5,2,3,4,5,4,4,4,4,5,not important at all,3,redistribution,public services vs taxes,state intervention
14,cze,1,CSSD,2101,in favor,6,2,benefited,neutral,strongly in favor,strongly in favor,in favor,,neutral,4,3,8,center,4,3,3,3,3,9,6,3,,5,5,6,5,5,5,5,not important at all,5,redistribution,public services vs taxes,state intervention
2,cze,1,CSSD,2101,in favor,7,3,benefited,somewhat in favor,somewhat in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,3,3,7,3,3,,3,3,3,3,3,2,,3,4,4,5,4,5,4,2,3,redistribution,public services vs taxes,EU integration
5,cze,1,CSSD,2101,in favor,4,3,benefited,in favor,in favor,strongly in favor,in favor,somewhat opposed,somewhat in favor,3,2,8,7,3,2,,3,3,5,3,4,6,4,4,6,3,5,4,6,2,5,redistribution,public services vs taxes,state intervention
10,cze,1,CSSD,2101,in favor,2,8,benefited,somewhat in favor,somewhat opposed,strongly in favor,in favor,somewhat opposed,somewhat in favor,4,3,8,4,2,2,3,3,3,6,2,2,4,5,5,4,5,4,5,5,2,7,public services vs taxes,redistribution,state intervention
8,cze,1,CSSD,2101,in favor,7,5,benefited,in favor,in favor,in favor,somewhat in favor,in favor,in favor,2,2,6,3,2,,,,,,,,,,,,,,,,,,,,
15,cze,1,CSSD,2101,in favor,7,3,benefited,in favor,somewhat in favor,strongly in favor,in favor,somewhat in favor,somewhat in favor,2,2,9,3,6,2,6,2,2,2,2,3,2,3,5,5,5,4,4,3,2,6,redistribution,public services vs taxes,social lifestyle
4,cze,1,CSSD,2101,in favor,7,1,benefited,,,in favor,in favor,somewhat in favor,in favor,3,3,9,center,2,4,6,4,3,,5,4,,5,5,6,5,4,5,8,,7,public services vs taxes,state intervention,deregulation
10,cze,5,ODS,2102,somewhat opposed,9,4,neither benefit/lost,opposed,in favor,somewhat opposed,opposed,opposed,opposed,7,8,6,8,6,9,9,8,8,7,8,8,8,9,3,8,3,1,8,8,2,1,deregulation,international security,EU integration
9,cze,5,ODS,2102,somewhat opposed,2,6,neither benefit/lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,cze,5,ODS,2102,opposed,9,,not benefited,,in favor,opposed,opposed,,strongly opposed,9,9,great importance,4,2,9,9,9,9,5,5,8,9,9,3,9,,,9,9,not important at all,4,deregulation,nationalism,EU integration
15,cze,5,ODS,2102,opposed,8,1,not benefited,opposed,in favor,somewhat in favor,opposed,in favor,opposed,9,9,9,7,8,9,8,9,9,7,9,4,9,8,5,strongly supports economic growth,9,2,9,8,6,5,nationalism,deregulation,public services vs taxes
1,cze,5,ODS,2102,somewhat opposed,8,3,neither benefit/lost,opposed,strongly in favor,somewhat in favor,somewhat in favor,in favor,strongly opposed,8,9,great importance,8,7,9,9,8,8,4,,7,8,8,3,7,7,strongly supports troop deployment,8,8,not important at all,6,deregulation,redistribution,EU integration
2,cze,5,ODS,2102,opposed,8,1,neither benefit/lost,opposed,in favor,somewhat in favor,opposed,somewhat in favor,strongly opposed,8,8,7,8,6,,8,8,9,7,7,5,,8,5,8,6,3,6,8,2,2,deregulation,public services vs taxes,EU integration
6,cze,5,ODS,2102,somewhat in favor,6,,benefited,neutral,neutral,somewhat in favor,neutral,neutral,neutral,6,6,7,center,5,,5,6,5,5,5,5,,,,5,7,5,5,6,5,6,,,
11,cze,5,ODS,2102,somewhat in favor,6,4,neither benefit/lost,somewhat opposed,somewhat in favor,somewhat in favor,somewhat in favor,neutral,somewhat opposed,8,7,7,center,5,6,5,8,6,6,6,4,5,6,5,6,5,5,5,5,5,6,public services vs taxes,redistribution,state intervention
8,cze,5,ODS,2102,somewhat opposed,3,6,not benefited,opposed,in favor,opposed,opposed,in favor,opposed,9,8,5,2,6,,,,,,,,,,,,,,,,,,,,
4,cze,5,ODS,2102,opposed,8,3,neither benefit/lost,,,somewhat opposed,somewhat opposed,strongly in favor,opposed,8,9,8,center,3,7,3,,8,,6,5,,4,5,6,,3,,7,5,6,public services vs taxes,state intervention,EU integration
14,cze,5,ODS,2102,neutral,6,2,neither benefit/lost,neutral,strongly in favor,in favor,neutral,,opposed,8,8,8,6,6,7,8,7,8,7,2,5,,9,2,8,7,1,9,8,not important at all,1,public services vs taxes,nationalism,immigration
5,cze,5,ODS,2102,somewhat opposed,7,8,benefited,somewhat opposed,strongly in favor,in favor,somewhat opposed,opposed,opposed,8,8,8,7,6,8,,8,8,4,5,7,8,7,3,7,6,3,6,8,2,2,public services vs taxes,deregulation,EU integration
7,cze,5,ODS,2102,strongly opposed,great importance,1,not benefited,opposed,in favor,somewhat in favor,strongly opposed,somewhat in favor,strongly opposed,8,8,9,6,9,9,9,9,,1,3,3,,8,2,8,8,2,2,9,1,1,EU integration,corruption,nationalism
12,cze,5,ODS,2102,opposed,7,5,not benefited,opposed,strongly in favor,opposed,somewhat opposed,strongly opposed,opposed,9,9,8,7,2,9,strongly supports deregulation,8,8,2,6,2,9,7,3,9,7,3,8,7,not important at all,not important at all,deregulation,multiculturalism,EU integration
3,cze,5,ODS,2102,somewhat opposed,3,3,neither benefit/lost,somewhat opposed,strongly in favor,opposed,neutral,neutral,opposed,7,8,8,6,2,8,7,7,9,6,4,5,7,6,2,7,5,1,5,6,not important at all,1,deregulation,public services vs taxes,state intervention
10,cze,3,KSCM,2103,opposed,6,8,not benefited,opposed,strongly opposed,somewhat opposed,strongly opposed,opposed,opposed,1,1,7,4,1,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,1,5,3,strongly opposes religious principles in politics,4,5,6,4,4,strongly opposes troop deployment,3,5,8,6,redistribution,public services vs taxes,anti-elite rhetoric
